SK_ID_CURR,TARGET
100002,0.76
100003,0.02
100004,0.05
100006,0.02
100007,0.06
100008,0.06
100009,0.02
100010,0.03
100011,0.07
100012,0.02
100014,0.03
100015,0.02
100016,0.07
100017,0.03
100018,0.03
100019,0.07
100020,0.12
100021,0.0
100022,0.04
100023,0.03
100024,0.06
100025,0.06
100026,0.03
100027,0.04
100029,0.01
100030,0.07
100031,0.73
100032,0.03
100033,0.03
100034,0.02
100035,0.05
100036,0.03
100037,0.01
100039,0.04
100040,0.04
100041,0.0
100043,0.01
100044,0.01
100045,0.02
100046,0.01
100047,0.71
100048,0.08
100049,0.71
100050,0.03
100051,0.06
100052,0.07
100053,0.05
100054,0.04
100055,0.07
100056,0.01
100058,0.03
100059,0.04
100060,0.02
100061,0.02
100062,0.02
100063,0.02
100064,0.07
100068,0.05
100069,0.02
100070,0.03
100071,0.05
100072,0.14
100073,0.08
100075,0.02
100076,0.19
100077,0.08
100078,0.02
100079,0.07
100080,0.02
100081,0.02
100082,0.0
100083,0.05
100084,0.05
100085,0.07
100086,0.07
100087,0.1
100088,0.02
100089,0.11
100093,0.02
100094,0.01
100095,0.04
100096,0.73
100097,0.01
100098,0.03
100099,0.04
100100,0.04
100101,0.04
100102,0.05
100103,0.03
100104,0.04
100105,0.05
100108,0.02
100110,0.09
100111,0.06
100112,0.77
100113,0.01
100114,0.06
100115,0.04
100116,0.06
100118,0.02
100119,0.06
100120,0.09
100121,0.11
100122,0.06
100123,0.05
100124,0.01
100125,0.03
100126,0.05
100127,0.05
100129,0.02
100130,0.7
100131,0.06
100132,0.03
100133,0.07
100134,0.02
100135,0.08
100136,0.03
100137,0.04
100138,0.05
100139,0.05
100140,0.03
100142,0.07
100143,0.04
100144,0.04
100145,0.02
100146,0.05
100147,0.01
100148,0.01
100149,0.13
100151,0.02
100152,0.01
100153,0.02
100154,0.1
100155,0.09
100156,0.03
100157,0.07
100158,0.01
100159,0.01
100160,0.72
100161,0.03
100162,0.06
100163,0.05
100164,0.04
100165,0.0
100166,0.09
100167,0.06
100173,0.0
100174,0.0
100175,0.03
100176,0.03
100177,0.1
100178,0.03
100179,0.01
100180,0.01
100181,0.69
100182,0.01
100183,0.02
100185,0.02
100186,0.04
100188,0.02
100189,0.13
100190,0.03
100191,0.03
100192,0.74
100193,0.06
100194,0.06
100195,0.03
100196,0.05
100197,0.01
100198,0.04
100199,0.04
100200,0.02
100201,0.02
100202,0.07
100203,0.13
100204,0.04
100205,0.05
100206,0.09
100207,0.04
100208,0.04
100209,0.58
100210,0.07
100211,0.06
100213,0.04
100214,0.67
100215,0.02
100216,0.03
100217,0.06
100218,0.01
100219,0.04
100220,0.0
100221,0.02
100224,0.04
100225,0.05
100226,0.06
100227,0.06
100228,0.03
100229,0.02
100230,0.06
100231,0.03
100233,0.04
100234,0.05
100235,0.07
100236,0.02
100237,0.06
100238,0.04
100239,0.04
100240,0.12
100242,0.04
100243,0.02
100244,0.08
100246,0.75
100247,0.05
100248,0.09
100249,0.05
100250,0.08
100251,0.02
100252,0.01
100254,0.04
100255,0.04
100257,0.01
100258,0.14
100259,0.06
100260,0.03
100261,0.04
100262,0.04
100263,0.05
100264,0.04
100265,0.03
100266,0.01
100267,0.01
100268,0.09
100269,0.1
100270,0.0
100272,0.07
100273,0.69
100274,0.02
100275,0.02
100276,0.08
100277,0.01
100279,0.06
100281,0.02
100282,0.72
100283,0.0
100284,0.03
100285,0.01
100286,0.63
100287,0.0
100288,0.07
100289,0.02
100290,0.07
100291,0.05
100292,0.05
100293,0.02
100294,0.04
100295,0.63
100296,0.01
100297,0.07
100298,0.09
100299,0.02
100300,0.75
100301,0.76
100302,0.07
100303,0.04
100304,0.01
100305,0.07
100307,0.02
100308,0.01
100309,0.02
100310,0.06
100313,0.01
100314,0.1
100315,0.04
100316,0.01
100317,0.0
100318,0.02
100319,0.02
100320,0.01
100321,0.07
100322,0.06
100323,0.03
100324,0.03
100325,0.01
100326,0.71
100327,0.03
100328,0.0
100329,0.05
100332,0.04
100333,0.09
100334,0.02
100335,0.01
100336,0.63
100337,0.04
100338,0.0
100339,0.0
100340,0.05
100341,0.06
100342,0.12
100343,0.03
100344,0.02
100345,0.05
100346,0.01
100347,0.02
100348,0.0
100349,0.05
100350,0.01
100351,0.06
100353,0.09
100354,0.09
100355,0.07
100356,0.06
100357,0.02
100359,0.04
100360,0.01
100361,0.02
100362,0.04
100363,0.03
100364,0.02
100365,0.04
100366,0.0
100368,0.04
100369,0.04
100370,0.01
100371,0.04
100372,0.01
100373,0.03
100374,0.01
100375,0.02
100376,0.05
100377,0.07
100378,0.02
100379,0.04
100380,0.06
100381,0.01
100383,0.08
100387,0.04
100388,0.01
100389,0.02
100390,0.0
100391,0.02
100392,0.09
100393,0.04
100394,0.02
100395,0.05
100396,0.83
100397,0.0
100398,0.03
100400,0.03
100401,0.65
100402,0.01
100403,0.07
100405,0.08
100406,0.01
100407,0.0
100408,0.04
100409,0.04
100410,0.02
100411,0.1
