SK_ID_CURR,TARGET
100001,0.08785198956220651
100005,0.1637665317481004
100013,0.11005081011157578
100028,0.07719868619174058
100038,0.1514277880869463
100042,0.07529093154340553
100057,0.1079047149182771
100065,0.1437086708791092
100066,0.06176098545641614
100067,0.12124442746272118
100074,0.09162507496595343
100090,0.14468722215603497
100091,0.1402640188146531
100092,0.1324587797508711
100106,0.18853824264077193
100107,0.13644968474333927
100109,0.13275010145339577
100117,0.10871430948729827
100128,0.08791555108600031
100141,0.11668324234669589
100150,0.08900168538980317
100168,0.09170246477842355
100169,0.06332076735175932
100170,0.10426889119171484
100171,0.12278139262104594
100172,0.1522882866083784
100184,0.10225963599633969
100187,0.08559328375068272
100212,0.10614792788378265
100222,0.11217804279168635
100223,0.07465727409017073
100232,0.08846513534931758
100241,0.15609816380158367
100245,0.09418889431834342
100253,0.07877659881170519
100256,0.11085034493890102
100271,0.07959378399906566
100278,0.12578953968698534
100280,0.08845066379744698
100306,0.16903096491441064
100311,0.13918898399829904
100312,0.08781225275273637
100330,0.09396789077276568
100331,0.1185727650556025
100352,0.12349770371070455
100358,0.12336733057109517
100367,0.1127829710693069
100382,0.0989746698516588
100384,0.08968904222376285
100385,0.134942674734825
100386,0.11095616273389101
100399,0.09521767418322671
100404,0.08659640577639265
100416,0.08978242213966162
100422,0.15350825774630616
100426,0.10064883669302895
100438,0.08097462556126808
100444,0.12810029400301712
100445,0.1452237206819418
100446,0.1321807182438678
100447,0.09060238383905708
100450,0.10473355783565176
100466,0.12111992130039381
100483,0.09239591052403939
100484,0.07406161082768187
100494,0.09877616295891721
100510,0.1523981695278046
100512,0.08595530090887306
100517,0.08837325205077014
100548,0.08444828277303473
100551,0.09630560901884574
100552,0.14984564684657042
100553,0.1000123816776527
100561,0.1116933382974461
100568,0.13929589694081757
100569,0.08762638046988823
100591,0.1231669916834293
100592,0.06695331597739268
100602,0.12120679790016445
100607,0.1037535483740928
100613,0.11736631811827578
100617,0.09397466113460555
100618,0.11290547818195402
100622,0.18403618182099343
100625,0.1430303594973511
100677,0.10487193853387992
100699,0.09526235836877872
100702,0.15572192118746742
100711,0.10671570553932239
100729,0.1671361668991158
100740,0.13339929138823084
100744,0.12285675339779514
100745,0.12097100971101835
100747,0.115456985708459
100751,0.13326790588734097
100752,0.11763169300680743
100753,0.17313431187398395
100754,0.1292532941647554
100760,0.14268700112731833
100762,0.11835035118249951
100763,0.09228698214186404
100765,0.09295915123230555
100770,0.11339160044606741
100772,0.10064691035667926
100777,0.10333344743779287
100791,0.08197011477110348
100792,0.07608747690031227
100797,0.11310028002115868
100823,0.11367709481914855
100826,0.11112887413660429
100830,0.08897479697823364
100836,0.15416726090522842
100872,0.09960089092096919
100910,0.10394094166474059
100913,0.08495279132899884
100918,0.09169302481871451
100931,0.07694517864255351
100952,0.14323929196335916
100953,0.13425270664088537
100965,0.13487386094457465
100970,0.10922122655376715
100982,0.1369934843296675
100983,0.10980157399282132
100984,0.07898992312042603
100987,0.137990586265047
100997,0.1063861589936019
100998,0.15049149083183597
101002,0.13062369242982325
101005,0.1570923179023954
101008,0.14643520829518628
101020,0.12160653487281617
101021,0.1188656048392371
101024,0.1095234711809256
101025,0.15076734107081707
101026,0.12557816321952356
101031,0.11365008969349825
101041,0.0759109778619148
101051,0.07905632906137784
101055,0.1105106512342135
101056,0.1466431157286472
101057,0.12038224106656219
101064,0.10266243983817032
101079,0.10914524436851178
101087,0.11024620621220749
101090,0.08931590656628742
101092,0.10907747061683275
101097,0.12745728909829193
101099,0.08234322514550597
101107,0.11573335601553748
101118,0.11734513642255291
101125,0.12145150891371555
101126,0.09825192481560897
101128,0.12511026745791945
101136,0.1491439253336564
101140,0.12399392026808481
101149,0.09668118911386804
101160,0.11109019661128158
101169,0.15477416656313364
101181,0.09604818305533518
101186,0.0747629421432061
101190,0.12330024902301429
101193,0.1359905968777323
101194,0.10572910681317434
101198,0.11698224742778653
101200,0.09353135677754026
101204,0.12274796063899526
101211,0.10655269213134866
101213,0.10003708378891298
101223,0.08568932393122113
101225,0.11119565991333735
101237,0.10454167973217278
101243,0.11042558478196703
101244,0.12737670863881817
101258,0.0999311484860184
101259,0.17296851573084718
101268,0.13174717656077936
101269,0.09173158410783495
101271,0.14426299171456525
101279,0.10048306643654493
101281,0.12558259052871518
101287,0.08728115445121411
101292,0.12722499926647718
101294,0.09955251131993986
101296,0.0924597676191216
101297,0.10190744087696535
101299,0.07337166981350539
101301,0.10109293868562579
101305,0.10713252473800439
101308,0.08226652092470683
101318,0.07499453299422411
101327,0.1348750587432172
101329,0.12614042538885384
101332,0.0894159151980739
101337,0.11940565611544443
101343,0.08202091579621226
101345,0.09726055294726582
101346,0.1194642298408417
101353,0.06905983428509964
101354,0.1305196573619237
101355,0.12580390555237406
101356,0.08196267770049277
101362,0.12997196819013224
101363,0.14817099947816562
101365,0.10735919438116209
101366,0.12258405016818241
101367,0.13912816611797046
101368,0.0704135156122901
101374,0.13689158179110672
101380,0.08094313697673655
101383,0.09158395393834594
101398,0.07501925997208386
101399,0.16141227404281328
101401,0.12407279953074316
101412,0.11658618337393707
101426,0.14111188051235202
101427,0.16084142250944708
101428,0.12209641029089022
101429,0.12962950868960305
101434,0.09193577955896452
101440,0.1105668543651028
101448,0.12210294871376391
101449,0.10773678052023614
101465,0.08575031841224887
101467,0.08696353562433855
101472,0.16222939709684242
101478,0.11375530966961914
101497,0.11008117916350858
101504,0.08800099199619879
101547,0.0976422636333334
101548,0.12005605155489424
101555,0.10361295782939543
101570,0.11262115778394924
101572,0.09244078173399731
101578,0.10060424590738808
101580,0.13855709580735784
101588,0.12190663102137801
101602,0.09162842320919662
101610,0.11722431531909827
101614,0.1422829023471227
101616,0.11508147134902189
101643,0.11639555278608396
101644,0.12556950762523172
101649,0.10694410293132202
101650,0.11999093842417692
101665,0.08455320331426784
101667,0.14214420137583936
101669,0.08138656948776522
101674,0.1498637087826247
101675,0.1086391355910177
101678,0.13658352448144523
101682,0.08963470695860656
101686,0.12944096081004663
101697,0.15553786320622134
101700,0.10755744809841936
101711,0.09740545348317775
101714,0.06976581260675645
101715,0.12946598231561188
101728,0.12285506092243519
101732,0.09672974670446273
101757,0.12325764368592375
101758,0.1180754757685354
